province,city_name,time,confirm,heal,dead
贵州省,毕节市,2020/1/30,1,0,0
山东省,滨州市,2020/1/30,9,0,0
安徽省,亳州市,2020/1/30,20,1,0
河北省,沧州市,2020/1/30,18,0,1
海南省,昌江黎族自治县,2020/1/30,1,0,0
湖南省,常德市,2020/1/30,37,0,0
江苏省,常州市,2020/1/30,13,0,0
辽宁省,朝阳市,2020/1/30,5,0,0
湖南省,郴州市,2020/1/30,12,1,0
四川省,成都市,2020/1/30,69,1,1
河北省,承德市,2020/1/30,2,0,0
海南省,澄迈县,2020/1/30,2,0,1
安徽省,池州市,2020/1/30,4,0,0
内蒙古自治区,赤峰市,2020/1/30,2,0,0
安徽省,滁州市,2020/1/30,4,0,0
四川省,达州市,2020/1/30,8,0,0
云南省,大理白族自治州,2020/1/30,4,0,0
辽宁省,大连市,2020/1/30,7,1,0
黑龙江省,大庆市,2020/1/30,7,0,0
山西省,大同市,2020/1/30,5,0,0
黑龙江省,大兴安岭地区,2020/1/30,2,0,0
云南省,待明确,2020/1/30,0,3,0
辽宁省,丹东市,2020/1/30,5,0,0
海南省,儋州市,2020/1/30,5,0,0
云南省,德宏傣族景颇族自治州,2020/1/30,3,0,0
四川省,德阳市,2020/1/30,7,0,0
山东省,德州市,2020/1/30,16,1,0
新疆维吾尔自治区,第八师,2020/1/30,1,0,0
新疆维吾尔自治区,第七师,2020/1/30,1,0,0
海南省,定安县,2020/1/30,1,0,0
甘肃省,定西市,2020/1/30,2,0,0
海南省,东方市,2020/1/30,1,0,0
广东省,东莞市,2020/1/30,16,0,0
内蒙古自治区,鄂尔多斯市,2020/1/30,3,0,0
湖北省,鄂州市,2020/1/30,189,0,6
湖北省,恩施土家族苗族自治州,2020/1/30,75,0,0
广西壮族自治区,防城港市,2020/1/30,7,0,0
广东省,佛山市,2020/1/30,32,0,0
福建省,福州市,2020/1/30,32,0,0
江西省,抚州市,2020/1/30,15,0,0
安徽省,阜阳市,2020/1/30,38,0,0
四川省,甘孜藏族自治州,2020/1/30,5,0,0
江西省,赣州市,2020/1/30,27,0,0
吉林省,公主岭,2020/1/30,1,0,0
宁夏回族自治区,固原市,2020/1/30,2,0,0
四川省,广安市,2020/1/30,13,0,0
四川省,广元市,2020/1/30,2,0,0
广东省,广州市,2020/1/30,106,0,0
贵州省,贵阳市,2020/1/30,1,1,0
广西壮族自治区,桂林市,2020/1/30,18,0,0
黑龙江省,哈尔滨市,2020/1/30,18,0,0
海南省,海口市,2020/1/30,9,0,0
河北省,邯郸市,2020/1/30,7,0,0
陕西省,汉中市,2020/1/30,11,0,0
浙江省,杭州市,2020/1/30,85,0,0
安徽省,合肥市,2020/1/30,50,1,0
广西壮族自治区,河池市,2020/1/30,6,0,0
广东省,河源市,2020/1/30,1,0,0
山东省,菏泽市,2020/1/30,7,0,0
广西壮族自治区,贺州市,2020/1/30,1,0,0
河南省,鹤壁市,2020/1/30,6,0,0
黑龙江省,鹤岗市,2020/1/30,1,0,0
河北省,衡水市,2020/1/30,4,0,0
湖南省,衡阳市,2020/1/30,25,0,0
云南省,红河哈尼族彝族自治州,2020/1/30,4,0,0
内蒙古自治区,呼和浩特市,2020/1/30,2,0,0
内蒙古自治区,呼伦贝尔市,2020/1/30,2,0,0
辽宁省,葫芦岛市,2020/1/30,4,0,0
浙江省,湖州市,2020/1/30,6,0,0
湖南省,怀化市,2020/1/30,26,0,0
江苏省,淮安市,2020/1/30,10,0,0
安徽省,淮北市,2020/1/30,2,0,0
安徽省,淮南市,2020/1/30,6,0,0
湖北省,黄冈市,2020/1/30,573,8,12
安徽省,黄山市,2020/1/30,9,0,0
湖北省,黄石市,2020/1/30,168,0,1
广东省,惠州市,2020/1/30,17,1,0
黑龙江省,鸡西市,2020/1/30,2,0,0
江西省,吉安市,2020/1/30,8,1,0
吉林省,吉林市,2020/1/30,3,0,0
山东省,济南市,2020/1/30,16,0,0
山东省,济宁市,2020/1/30,8,0,0
黑龙江省,佳木斯市,2020/1/30,8,0,0
浙江省,嘉兴市,2020/1/30,16,0,0
广东省,江门市,2020/1/30,1,0,0
河南省,焦作市,2020/1/30,2,0,0
广东省,揭阳市,2020/1/30,6,0,0
甘肃省,金昌市,2020/1/30,1,0,0
浙江省,金华市,2020/1/30,27,0,0
辽宁省,锦州市,2020/1/30,4,0,0
山西省,晋中市,2020/1/30,9,0,0
湖北省,荆门市,2020/1/30,227,0,5
湖北省,荆州市,2020/1/30,221,1,3
江西省,景德镇市,2020/1/30,3,1,0
江西省,九江市,2020/1/30,42,0,0
河南省,开封市,2020/1/30,6,0,0
云南省,昆明市,2020/1/30,23,0,0
西藏自治区,拉萨市,2020/1/30,1,0,0
甘肃省,兰州市,2020/1/30,15,0,0
河北省,廊坊市,2020/1/30,9,0,0
四川省,乐山市,2020/1/30,2,0,0
云南省,丽江市,2020/1/30,6,0,0
浙江省,丽水市,2020/1/30,7,1,0
江苏省,连云港市,2020/1/30,9,0,0
四川省,凉山彝族自治州,2020/1/30,3,0,0
辽宁省,辽阳市,2020/1/30,1,0,0
山东省,聊城市,2020/1/30,7,0,0
山西省,临汾市,2020/1/30,1,0,0
海南省,临高县,2020/1/30,1,0,0
甘肃省,临夏回族自治州,2020/1/30,2,0,0
山东省,临沂市,2020/1/30,20,0,0
海南省,陵水黎族自治县,2020/1/30,2,0,0
广西壮族自治区,柳州市,2020/1/30,11,0,0
安徽省,六安市,2020/1/30,9,1,0
贵州省,六盘水市,2020/1/30,4,0,0
福建省,龙岩市,2020/1/30,1,0,0
甘肃省,陇南市,2020/1/30,3,0,0
湖南省,娄底市,2020/1/30,20,0,0
四川省,泸州市,2020/1/30,5,0,0
河南省,洛阳市,2020/1/30,3,0,0
河南省,漯河市,2020/1/30,13,0,0
山西省,吕梁市,2020/1/30,5,0,0
安徽省,马鞍山市,2020/1/30,14,0,0
广东省,茂名市,2020/1/30,3,0,0
四川省,眉山市,2020/1/30,2,0,0
广东省,梅州市,2020/1/30,5,0,0
四川省,绵阳市,2020/1/30,11,0,0
黑龙江省,牡丹江市,2020/1/30,2,0,0
江西省,南昌市,2020/1/30,67,1,0
四川省,南充市,2020/1/30,11,0,0
江苏省,南京市,2020/1/30,25,0,0
广西壮族自治区,南宁市,2020/1/30,16,0,0
福建省,南平市,2020/1/30,3,0,0
江苏省,南通市,2020/1/30,10,0,0
河南省,南阳市,2020/1/30,61,0,2
四川省,内江市,2020/1/30,6,0,0
浙江省,宁波市,2020/1/30,46,0,0
福建省,宁德市,2020/1/30,9,0,0
四川省,攀枝花市,2020/1/30,1,0,0
辽宁省,盘锦市,2020/1/30,3,0,0
河南省,平顶山市,2020/1/30,10,0,0
甘肃省,平凉市,2020/1/30,1,0,0
江西省,萍乡市,2020/1/30,8,1,0
福建省,莆田市,2020/1/30,22,0,0
河南省,濮阳市,2020/1/30,3,0,0
云南省,普洱市,2020/1/30,3,0,0
黑龙江省,七台河市,2020/1/30,3,0,0
黑龙江省,齐齐哈尔市,2020/1/30,3,0,0
湖北省,潜江市,2020/1/30,12,0,1
贵州省,黔东南苗族侗族自治州,2020/1/30,1,0,0
贵州省,黔南布依族苗族自治州,2020/1/30,4,0,0
贵州省,黔西南布依族苗族自治州,2020/1/30,1,0,0
广西壮族自治区,钦州市,2020/1/30,1,0,0
山东省,青岛市,2020/1/30,21,1,0
广东省,清远市,2020/1/30,6,0,0
海南省,琼海市,2020/1/30,4,0,0
海南省,琼中黎族苗族自治县,2020/1/30,1,0,0
浙江省,衢州市,2020/1/30,12,0,0
云南省,曲靖市,2020/1/30,5,0,0
福建省,泉州市,2020/1/30,22,0,0
山东省,日照市,2020/1/30,9,0,0
河南省,三门峡市,2020/1/30,6,0,0
福建省,三明市,2020/1/30,10,0,0
海南省,三亚市,2020/1/30,14,1,0
福建省,厦门市,2020/1/30,13,0,0
广东省,汕头市,2020/1/30,12,0,0
广东省,汕尾市,2020/1/30,3,0,0
陕西省,商洛市,2020/1/30,2,0,0
河南省,商丘市,2020/1/30,31,0,0
上海市,上海市,2020/1/30,128,5,1
江西省,上饶市,2020/1/30,12,1,0
广东省,韶关市,2020/1/30,4,0,0
湖南省,邵阳市,2020/1/30,36,0,0
浙江省,绍兴市,2020/1/30,23,0,0
广东省,深圳市,2020/1/30,110,4,0
湖北省,神农架林区,2020/1/30,7,2,0
辽宁省,沈阳市,2020/1/30,10,0,0
湖北省,十堰市,2020/1/30,150,0,0
河北省,石家庄市,2020/1/30,11,0,0
黑龙江省,双鸭山市,2020/1/30,1,0,0
山西省,朔州市,2020/1/30,3,0,0
吉林省,四平市,2020/1/30,1,0,0
吉林省,松原市,2020/1/30,2,0,0
江苏省,苏州市,2020/1/30,32,2,0
黑龙江省,绥化市,2020/1/30,12,0,2
湖北省,随州市,2020/1/30,228,0,0
四川省,遂宁市,2020/1/30,5,0,0
浙江省,台州市,2020/1/30,81,0,0
山西省,太原市,2020/1/30,4,1,0
山东省,泰安市,2020/1/30,3,0,0
江苏省,泰州市,2020/1/30,12,0,0
河北省,唐山市,2020/1/30,7,0,0
天津市,天津市,2020/1/30,31,0,0
湖北省,天门市,2020/1/30,67,0,6
甘肃省,天水市,2020/1/30,2,0,0
辽宁省,铁岭市,2020/1/30,2,0,0
吉林省,通化市,2020/1/30,1,0,0
内蒙古自治区,通辽市,2020/1/30,1,0,0
陕西省,铜川市,2020/1/30,5,0,0
安徽省,铜陵市,2020/1/30,14,0,0
贵州省,铜仁市,2020/1/30,2,0,0
新疆维吾尔自治区,吐鲁番市,2020/1/30,1,0,0
海南省,万宁市,2020/1/30,8,0,0
山东省,威海市,2020/1/30,19,0,0
山东省,潍坊市,2020/1/30,8,0,0
陕西省,渭南市,2020/1/30,6,0,0
浙江省,温州市,2020/1/30,227,7,0
内蒙古自治区,乌兰察布市,2020/1/30,2,0,0
新疆维吾尔自治区,乌鲁木齐市,2020/1/30,8,0,0
江苏省,无锡市,2020/1/30,12,0,0
安徽省,芜湖市,2020/1/30,14,0,0
宁夏回族自治区,吴忠市,2020/1/30,5,0,0
广西壮族自治区,梧州市,2020/1/30,4,1,0
湖北省,武汉市,2020/1/30,2639,103,159
陕西省,西安市,2020/1/30,32,0,0
青海省,西宁市,2020/1/30,8,0,0
云南省,西双版纳傣族自治州,2020/1/30,12,0,0
内蒙古自治区,锡林郭勒盟,2020/1/30,2,0,0
湖北省,仙桃市,2020/1/30,90,0,1
湖北省,咸宁市,2020/1/30,166,0,0
陕西省,咸阳市,2020/1/30,6,0,0
香港特别行政区,香港特别行政区,2020/1/30,10,0,0
湖南省,湘潭市,2020/1/30,10,0,0
湖南省,湘西土家族苗族自治州,2020/1/30,5,0,0
湖北省,襄阳市,2020/1/30,286,0,0
湖北省,孝感市,2020/1/30,541,2,9
河南省,新乡市,2020/1/30,17,0,0
江西省,新余市,2020/1/30,28,2,0
河南省,信阳市,2020/1/30,49,0,0
河北省,邢台市,2020/1/30,7,0,0
内蒙古自治区,兴安盟,2020/1/30,1,0,0
江苏省,宿迁市,2020/1/30,7,0,0
安徽省,宿州市,2020/1/30,10,0,0
江苏省,徐州市,2020/1/30,20,0,0
河南省,许昌市,2020/1/30,8,0,0
安徽省,宣城市,2020/1/30,4,0,0
四川省,雅安市,2020/1/30,3,0,0
山东省,烟台市,2020/1/30,18,0,0
陕西省,延安市,2020/1/30,7,0,0
吉林省,延边朝鲜族自治州,2020/1/30,2,0,0
江苏省,盐城市,2020/1/30,8,0,0
江苏省,扬州市,2020/1/30,8,0,0
广东省,阳江市,2020/1/30,10,0,0
山西省,阳泉市,2020/1/30,1,0,0
新疆维吾尔自治区,伊犁哈萨克自治州,2020/1/30,5,0,0
四川省,宜宾市,2020/1/30,7,0,0
湖北省,宜昌市,2020/1/30,167,0,1
江西省,宜春市,2020/1/30,26,0,0
湖南省,益阳市,2020/1/30,20,0,0
宁夏回族自治区,银川市,2020/1/30,12,0,0
江西省,鹰潭市,2020/1/30,4,0,0
辽宁省,营口市,2020/1/30,1,0,0
湖南省,永州市,2020/1/30,16,0,0
陕西省,榆林市,2020/1/30,1,0,0
广西壮族自治区,玉林市,2020/1/30,4,0,0
云南省,玉溪市,2020/1/30,6,0,0
湖南省,岳阳市,2020/1/30,37,0,0
山西省,运城市,2020/1/30,8,0,0
山东省,枣庄市,2020/1/30,9,0,0
广东省,湛江市,2020/1/30,11,1,0
湖南省,张家界市,2020/1/30,1,0,0
河北省,张家口市,2020/1/30,6,0,0
甘肃省,张掖市,2020/1/30,2,0,0
福建省,漳州市,2020/1/30,8,0,0
吉林省,长春市,2020/1/30,4,1,0
湖南省,长沙市,2020/1/30,68,1,0
山西省,长治市,2020/1/30,3,0,0
云南省,昭通市,2020/1/30,4,0,0
广东省,肇庆市,2020/1/30,6,0,0
江苏省,镇江市,2020/1/30,2,0,0
河南省,郑州市,2020/1/30,50,3,0
广东省,中山市,2020/1/30,18,0,0
宁夏回族自治区,中卫市,2020/1/30,2,0,0
重庆市,重庆市,2020/1/30,206,1,0
浙江省,舟山市,2020/1/30,7,1,0
河南省,周口市,2020/1/30,36,0,0
广东省,珠海市,2020/1/30,26,0,0
湖南省,株洲市,2020/1/30,19,0,0
河南省,驻马店市,2020/1/30,30,0,0
四川省,资阳市,2020/1/30,2,0,0
山东省,淄博市,2020/1/30,8,0,0
四川省,自贡市,2020/1/30,9,0,0
贵州省,遵义市,2020/1/30,1,0,0
四川省,阿坝藏族羌族自治州,2020/1/31,1,0,0
新疆维吾尔自治区,阿克苏地区,2020/1/31,1,0,0
陕西省,安康市,2020/1/31,14,0,0
安徽省,安庆市,2020/1/31,37,0,0
河南省,安阳市,2020/1/31,25,0,0
辽宁省,鞍山市,2020/1/31,1,0,0
澳门特别行政区,澳门特别行政区,2020/1/31,7,0,0
内蒙古自治区,巴彦淖尔市,2020/1/31,3,0,0
四川省,巴中市,2020/1/31,8,0,0
甘肃省,白银市,2020/1/31,1,0,0
广西壮族自治区,百色市,2020/1/31,2,0,0
安徽省,蚌埠市,2020/1/31,16,0,0
内蒙古自治区,包头市,2020/1/31,3,0,0
陕西省,宝鸡市,2020/1/31,6,0,0
河北省,保定市,2020/1/31,11,0,0
云南省,保山市,2020/1/31,7,0,0
广西壮族自治区,北海市,2020/1/31,23,0,0
北京市,北京市,2020/1/31,156,5,1
辽宁省,本溪市,2020/1/31,3,0,0
贵州省,毕节市,2020/1/31,3,0,0
山东省,滨州市,2020/1/31,9,0,0
安徽省,亳州市,2020/1/31,25,1,0
河北省,沧州市,2020/1/31,19,0,1
海南省,昌江黎族自治县,2020/1/31,1,0,0
湖南省,常德市,2020/1/31,39,0,0
江苏省,常州市,2020/1/31,14,0,0
辽宁省,朝阳市,2020/1/31,6,0,0
广东省,潮州市,2020/1/31,3,0,0
湖南省,郴州市,2020/1/31,13,1,0
四川省,成都市,2020/1/31,72,3,1
河北省,承德市,2020/1/31,2,0,0
海南省,澄迈县,2020/1/31,2,0,1
安徽省,池州市,2020/1/31,4,0,0
内蒙古自治区,赤峰市,2020/1/31,2,0,0
安徽省,滁州市,2020/1/31,6,0,0
四川省,达州市,2020/1/31,9,0,0
云南省,大理白族自治州,2020/1/31,6,0,0
辽宁省,大连市,2020/1/31,8,1,0
黑龙江省,大庆市,2020/1/31,8,0,0
山西省,大同市,2020/1/31,6,0,0
黑龙江省,大兴安岭地区,2020/1/31,2,0,0
云南省,待明确,2020/1/31,0,3,0
辽宁省,丹东市,2020/1/31,5,0,0
海南省,儋州市,2020/1/31,6,0,0
云南省,德宏傣族景颇族自治州,2020/1/31,3,0,0
四川省,德阳市,2020/1/31,7,0,0
山东省,德州市,2020/1/31,17,1,0
新疆维吾尔自治区,第八师,2020/1/31,1,0,0
新疆维吾尔自治区,第九师,2020/1/31,1,0,0
新疆维吾尔自治区,第七师,2020/1/31,1,0,0
海南省,定安县,2020/1/31,1,0,0
甘肃省,定西市,2020/1/31,2,0,0
海南省,东方市,2020/1/31,1,0,0
广东省,东莞市,2020/1/31,21,0,0
内蒙古自治区,鄂尔多斯市,2020/1/31,5,0,0
湖北省,鄂州市,2020/1/31,227,0,9
湖北省,恩施土家族苗族自治州,2020/1/31,87,0,0
广西壮族自治区,防城港市,2020/1/31,8,1,0
广东省,佛山市,2020/1/31,38,0,0
福建省,福州市,2020/1/31,39,0,0
江西省,抚州市,2020/1/31,18,0,0
辽宁省,阜新市,2020/1/31,1,0,0
安徽省,阜阳市,2020/1/31,47,0,0
四川省,甘孜藏族自治州,2020/1/31,5,0,0
江西省,赣州市,2020/1/31,30,1,0
吉林省,公主岭,2020/1/31,1,0,0
宁夏回族自治区,固原市,2020/1/31,2,0,0
四川省,广安市,2020/1/31,16,0,0
四川省,广元市,2020/1/31,2,0,0
广东省,广州市,2020/1/31,137,0,0
贵州省,贵阳市,2020/1/31,4,1,0
广西壮族自治区,桂林市,2020/1/31,21,0,0
黑龙江省,哈尔滨市,2020/1/31,25,0,0
海南省,海口市,2020/1/31,11,0,0
河北省,邯郸市,2020/1/31,10,0,0
陕西省,汉中市,2020/1/31,13,0,0
浙江省,杭州市,2020/1/31,98,0,0
安徽省,合肥市,2020/1/31,59,1,0
广西壮族自治区,河池市,2020/1/31,6,0,0
广东省,河源市,2020/1/31,1,0,0
山东省,菏泽市,2020/1/31,8,0,0
广西壮族自治区,贺州市,2020/1/31,1,0,0
河南省,鹤壁市,2020/1/31,6,0,0
黑龙江省,鹤岗市,2020/1/31,1,0,0
河北省,衡水市,2020/1/31,4,0,0
湖南省,衡阳市,2020/1/31,26,0,0
云南省,红河哈尼族彝族自治州,2020/1/31,4,1,0
内蒙古自治区,呼和浩特市,2020/1/31,2,0,0
内蒙古自治区,呼伦贝尔市,2020/1/31,2,1,0
辽宁省,葫芦岛市,2020/1/31,5,0,0
浙江省,湖州市,2020/1/31,6,0,0
湖南省,怀化市,2020/1/31,28,1,0
江苏省,淮安市,2020/1/31,12,0,0
安徽省,淮北市,2020/1/31,6,0,0
安徽省,淮南市,2020/1/31,6,0,0
湖北省,黄冈市,2020/1/31,726,19,14
安徽省,黄山市,2020/1/31,9,0,0
湖北省,黄石市,2020/1/31,209,0,2
广东省,惠州市,2020/1/31,20,1,0
黑龙江省,鸡西市,2020/1/31,4,0,0
江西省,吉安市,2020/1/31,11,1,0
吉林省,吉林市,2020/1/31,3,0,0
山东省,济南市,2020/1/31,18,0,0
山东省,济宁市,2020/1/31,10,0,0
黑龙江省,佳木斯市,2020/1/31,11,0,0
浙江省,嘉兴市,2020/1/31,18,0,0
广东省,江门市,2020/1/31,3,0,0
河南省,焦作市,2020/1/31,2,0,0
广东省,揭阳市,2020/1/31,6,0,0
甘肃省,金昌市,2020/1/31,1,0,0
浙江省,金华市,2020/1/31,34,3,0
辽宁省,锦州市,2020/1/31,7,0,0
山西省,晋城市,2020/1/31,2,0,0
山西省,晋中市,2020/1/31,11,0,0
湖北省,荆门市,2020/1/31,251,1,5
湖北省,荆州市,2020/1/31,287,2,4
江西省,景德镇市,2020/1/31,3,1,0
江西省,九江市,2020/1/31,43,0,0
河南省,开封市,2020/1/31,8,0,0
云南省,昆明市,2020/1/31,30,0,0
西藏自治区,拉萨市,2020/1/31,1,0,0
甘肃省,兰州市,2020/1/31,20,0,0
河北省,廊坊市,2020/1/31,11,0,0
海南省,乐东黎族自治县,2020/1/31,1,0,0
四川省,乐山市,2020/1/31,2,0,0
云南省,丽江市,2020/1/31,6,0,0
浙江省,丽水市,2020/1/31,8,1,0
江苏省,连云港市,2020/1/31,13,1,0
四川省,凉山彝族自治州,2020/1/31,5,0,0
辽宁省,辽阳市,2020/1/31,1,0,0
山东省,聊城市,2020/1/31,7,0,0
云南省,临沧市,2020/1/31,1,0,0
山西省,临汾市,2020/1/31,1,0,0
海南省,临高县,2020/1/31,3,0,0
甘肃省,临夏回族自治州,2020/1/31,2,0,0
山东省,临沂市,2020/1/31,23,0,0
海南省,陵水黎族自治县,2020/1/31,3,0,0
广西壮族自治区,柳州市,2020/1/31,12,0,0
安徽省,六安市,2020/1/31,13,1,0
贵州省,六盘水市,2020/1/31,8,0,0
福建省,龙岩市,2020/1/31,1,0,0
甘肃省,陇南市,2020/1/31,3,0,0
湖南省,娄底市,2020/1/31,26,0,0
四川省,泸州市,2020/1/31,5,0,0
河南省,洛阳市,2020/1/31,5,0,0
河南省,漯河市,2020/1/31,14,0,0
山西省,吕梁市,2020/1/31,5,0,0
安徽省,马鞍山市,2020/1/31,22,0,0
广东省,茂名市,2020/1/31,3,0,0
四川省,眉山市,2020/1/31,2,0,0
广东省,梅州市,2020/1/31,5,0,0
四川省,绵阳市,2020/1/31,12,0,0
黑龙江省,牡丹江市,2020/1/31,6,0,0
江西省,南昌市,2020/1/31,83,1,0
四川省,南充市,2020/1/31,16,0,0
江苏省,南京市,2020/1/31,28,2,0
广西壮族自治区,南宁市,2020/1/31,16,0,0
福建省,南平市,2020/1/31,8,0,0
江苏省,南通市,2020/1/31,12,0,0
河南省,南阳市,2020/1/31,66,0,2
四川省,内江市,2020/1/31,10,0,0
浙江省,宁波市,2020/1/31,55,1,0
福建省,宁德市,2020/1/31,9,0,0
四川省,攀枝花市,2020/1/31,7,0,0
辽宁省,盘锦市,2020/1/31,7,0,0
河南省,平顶山市,2020/1/31,11,0,0
甘肃省,平凉市,2020/1/31,1,0,0
江西省,萍乡市,2020/1/31,9,1,0
福建省,莆田市,2020/1/31,25,0,0
河南省,濮阳市,2020/1/31,3,0,0
云南省,普洱市,2020/1/31,4,0,0
黑龙江省,七台河市,2020/1/31,5,0,0
黑龙江省,齐齐哈尔市,2020/1/31,3,0,0
湖北省,潜江市,2020/1/31,27,0,1
贵州省,黔东南苗族侗族自治州,2020/1/31,2,0,0
贵州省,黔南布依族苗族自治州,2020/1/31,4,0,0
贵州省,黔西南布依族苗族自治州,2020/1/31,1,0,0
广西壮族自治区,钦州市,2020/1/31,1,0,0
河北省,秦皇岛市,2020/1/31,1,0,0
山东省,青岛市,2020/1/31,21,1,0
广东省,清远市,2020/1/31,6,0,0
海南省,琼海市,2020/1/31,4,0,0
海南省,琼中黎族苗族自治县,2020/1/31,1,0,0
浙江省,衢州市,2020/1/31,13,0,0
云南省,曲靖市,2020/1/31,5,0,0
福建省,泉州市,2020/1/31,24,0,0
山东省,日照市,2020/1/31,10,0,0
河南省,三门峡市,2020/1/31,7,0,0
福建省,三明市,2020/1/31,10,0,0
海南省,三亚市,2020/1/31,15,1,0
福建省,厦门市,2020/1/31,17,0,0
广东省,汕头市,2020/1/31,14,0,0
广东省,汕尾市,2020/1/31,4,0,0
陕西省,商洛市,2020/1/31,2,0,0
河南省,商丘市,2020/1/31,36,0,0
上海市,上海市,2020/1/31,153,9,1
江西省,上饶市,2020/1/31,16,1,0
广东省,韶关市,2020/1/31,4,0,0
湖南省,邵阳市,2020/1/31,41,0,0
浙江省,绍兴市,2020/1/31,24,0,0
广东省,深圳市,2020/1/31,170,4,0
湖北省,神农架林区,2020/1/31,7,2,0
辽宁省,沈阳市,2020/1/31,13,0,0
湖北省,十堰市,2020/1/31,177,0,0
河北省,石家庄市,2020/1/31,12,0,0
黑龙江省,双鸭山市,2020/1/31,2,0,0
山西省,朔州市,2020/1/31,3,0,0
吉林省,四平市,2020/1/31,1,0,0
吉林省,松原市,2020/1/31,2,0,0
江苏省,苏州市,2020/1/31,34,2,0
黑龙江省,绥化市,2020/1/31,13,0,2
湖北省,随州市,2020/1/31,304,0,1
四川省,遂宁市,2020/1/31,5,0,0
浙江省,台州市,2020/1/31,95,1,0
山西省,太原市,2020/1/31,4,1,0
山东省,泰安市,2020/1/31,5,0,0
江苏省,泰州市,2020/1/31,17,0,0
河北省,唐山市,2020/1/31,8,0,0
天津市,天津市,2020/1/31,32,0,0
湖北省,天门市,2020/1/31,82,0,7
甘肃省,天水市,2020/1/31,3,0,0
辽宁省,铁岭市,2020/1/31,2,0,0
吉林省,通化市,2020/1/31,1,0,0
内蒙古自治区,通辽市,2020/1/31,1,0,0
陕西省,铜川市,2020/1/31,5,0,0
安徽省,铜陵市,2020/1/31,16,0,0
贵州省,铜仁市,2020/1/31,3,1,0
新疆维吾尔自治区,吐鲁番市,2020/1/31,1,0,0
海南省,万宁市,2020/1/31,8,0,0
山东省,威海市,2020/1/31,24,0,0
山东省,潍坊市,2020/1/31,9,0,0
陕西省,渭南市,2020/1/31,5,0,0
浙江省,温州市,2020/1/31,241,8,0
内蒙古自治区,乌兰察布市,2020/1/31,2,0,0
新疆维吾尔自治区,乌鲁木齐市,2020/1/31,8,0,0
江苏省,无锡市,2020/1/31,13,0,0
安徽省,芜湖市,2020/1/31,15,0,0
宁夏回族自治区,吴忠市,2020/1/31,6,0,0
广西壮族自治区,梧州市,2020/1/31,5,1,0
湖北省,武汉市,2020/1/31,3215,139,192
陕西省,西安市,2020/1/31,39,0,0
青海省,西宁市,2020/1/31,9,0,0
云南省,西双版纳傣族自治州,2020/1/31,12,0,0
内蒙古自治区,锡林郭勒盟,2020/1/31,2,0,0
湖北省,仙桃市,2020/1/31,97,0,1
湖北省,咸宁市,2020/1/31,206,1,0
陕西省,咸阳市,2020/1/31,8,0,0
香港特别行政区,香港特别行政区,2020/1/31,12,0,0
